ID	age	change_in_fam_comp	year	full_income	full_weights
4007	41	0	2001	55616	24.971001
4007	45	8	2005	62000	24.971001
4007	36	3	1996	23854	10.229
4007	37	0	1997	29304	24.971001
4007	39	0	1999	35616	24.971001
4008	36	1	2001	30160	15.433
4008	38	1	2003	20534	16.129999
4008	40	0	2005	17000	16.129999
4008	44	8	2009	32000	12.097
4008	46	2	2011	42504	16.129999
4008	21	5	1986	18580	23
4008	22	2	1987	8000	11
4008	23	0	1988	16397	11
4008	24	0	1989	23800	12.6
4008	25	0	1990	21500	12.621
4008	26	0	1991	23048	12.621
4008	27	0	1992	21000	12.621
4008	34	4	1999	41600	15.844
4031	41	3	2015	0	14.343
4031	21	5	1995	8157	17.552
4031	22	0	1996	7500	17.552
4031	23	1	1997	7512	17.613001
4031	25	0	1999	8000	17.613001
4033	26	5	2001	27000	11.175
4033	28	2	2003	28000	11.839
4033	30	0	2005	28500	23.677999
4033	32	0	2007	35000	25.280001
4033	34	0	2009	32000	25.280001
4034	25	1	2001	23000	9.9309998
4034	27	0	2003	25000	21.098
4034	29	0	2005	19500	21.098
4034	33	8	2009	11000	21.098
4034	37	8	2013	7000	10.549
4034	39	1	2015	32000	14.065
4034	21	5	1997	14000	9.9309998
4034	23	0	1999	6000	9.9309998
4035	24	0	2001	20000	17.704
4035	28	8	2005	36000	17.704
4035	32	8	2009	60752	8.8520002
4035	20	5	1997	13200	17.704
4035	22	0	1999	12000	17.704
4036	26	8	2005	62600	8.4370003
4036	20	3	1999	20000	8.0150003
4038	22	8	2009	31300	17.025999
4038	24	0	2011	13450	17.025999
4038	25	0	2013	3450	17.025999
4041	18	5	2011	8088	12.092
4175	41	0	2001	36400	0
4175	43	0	2003	39000	0
4175	25	6	1985	44957	11
4175	26	0	1986	44000	11
4175	27	0	1987	49000	11
4175	28	1	1988	52992	11
4175	29	0	1989	51000	12.6
4175	30	0	1990	42000	12.621
4175	31	0	1991	38000	12.621
4175	32	0	1992	40000	12.621
4175	33	0	1993	43000	10.229
4175	34	0	1994	54998	10.229
4175	35	0	1995	53001	10.229
4175	37	8	1997	35000	0
4175	39	0	1999	36000	0
4179	27	3	1993	7500	10.573
4179	28	0	1994	6686	9.8050003
4179	28	0	1995	3999	9.8050003
4179	29	0	1996	8099	9.8050003
4179	30	0	1997	5199.8	11.93
4180	22	3	2007	4049	14.763
4180	24	1	2009	14850	13.128
4180	28	3	2013	25140	10.75
4181	18	6	1991	17500	7.4860001
4181	19	0	1992	13326	7.4860001
4188	43	0	2001	91000	19.566
4188	38	4	1996	67996	11.953
4188	39	1	1997	140000	13.044
4188	41	0	1999	81000	19.566
4190	26	8	2001	23000	0
4190	28	1	2003	16800	4.2399998
4190	22	6	1997	10000	8.0150003
4193	31	4	2001	46001	8.0150003
4193	33	1	2003	68707	8.4219999
4195	28	4	2001	31400	13.21
4195	30	0	2003	33950	13.898
4195	32	0	2005	33768	13.898
4195	34	0	2007	33118	14.793
4195	37	0	2009	35310	14.793
4195	38	1	2011	30201	12.834
4195	41	0	2013	36400	12.834
4196	26	6	2003	50000	9.2550001
4196	28	0	2005	15000	9.2550001
4196	30	2	2007	29400	4.9260001
4196	32	0	2009	90000	4.9260001
4196	34	0	2011	29000	5.2979999
4196	36	0	2013	80000	5.2979999
4197	33	8	2009	125000	8.434
4197	37	8	2013	71200	8.434
4197	38	0	2015	35000	8.4230003
4200	21	4	2013	23994	12.092
4201	29	6	2011	16200	12.393
4201	32	1	2013	24000	12.393
4201	34	0	2015	27000	13.873
4202	29	4	2011	56126	10.75
4204	33	4	2015	78633	12.101
4205	61	9	2015	8796	8.9180002
5003	38	0	2001	75000	22.219999
5003	41	0	2003	56000	23.444
5003	42	1	2005	34000	23.473
5003	45	1	2007	33000	25.066
5003	46	0	2009	32000	25.066
5003	49	1	2011	32000	27.274
5003	51	0	2013	32433	27.274
5003	52	0	2015	32928	30.827
5003	21	5	1983	6012	13
5003	22	1	1984	17060	15
5003	23	1	1985	14980	15
5003	23	0	1986	29166	15
5003	24	0	1987	39000	15
5003	25	0	1988	42000	15
5003	26	0	1989	30995	16.299999
5003	28	0	1990	39900	16.333
5003	28	0	1991	24118	16.333
5003	30	0	1992	32765	16.333
5003	31	0	1993	30268	17.973
5003	32	0	1994	46999	17.973
5003	32	0	1995	52000	17.973
5003	33	0	1996	45499	17.973
5003	34	0	1997	65000	22.219999
5003	36	0	1999	50000	22.219999
5004	41	3	2007	1229	27.499001
5004	44	1	2009	200	27.499001
5004	33	3	1999	790	16.792
5005	36	5	2003	24716	19.642
5005	38	2	2005	32748	19.642
5005	40	0	2007	40296	20.982
5005	42	0	2009	71512	20.982
5005	44	0	2011	34000	23.073
5005	46	1	2013	44200	23.073
5005	48	1	2015	14500	23.249001
5005	25	5	1992	20273	18.113001
5005	26	0	1993	42868	9.9110003
5005	27	0	1994	46999	9.9110003
5005	28	1	1995	42000	11.893
5005	29	0	1996	41997	11.893
5005	30	0	1997	46473.0298	14.864
5005	32	0	1999	61917	14.864
5031	22	5	2005	20000	11.678
5031	23	0	2007	54000	12.523
5031	26	1	2009	46000	12.524
5033	20	8	2015	5700	11.691
5171	44	6	1989	8900	18.1
5171	43	0	1990	19264	18.113001
5171	44	0	1991	16800	18.113001
5171	45	0	1992	18000	18.113001
5171	46	0	1993	19300	20.431
5171	47	0	1994	23598	20.431
5171	48	0	1995	20499	20.431
5171	49	0	1996	22873	20.431
5171	50	0	1997	21774	25.188999
5172	39	3	2003	16040	0
5175	24	4	2001	21746	25.188999
5175	26	0	2003	15027	26.396999
5175	28	0	2005	21106	26.396999
5176	29	1	2001	37101	0
5181	27	3	2011	28000	6.2620001
5181	28	1	2013	38220	4.1750002
5182	34	6	2007	60500	12.52
5182	36	0	2009	228000	12.52
5182	38	0	2011	237387	13.073
5182	40	1	2013	327250	13.06
5183	55	4	2011	50088	29.875
5183	57	1	2013	42136	19.917
5183	59	1	2015	41152	22.051001
5184	37	4	2015	88520	4.8410001
5186	64	4	2015	8400	38.537998
6030	22	5	1994	7499	10.323
6030	22	1	1995	21800	10.323
6030	23	0	1996	26999	20.646
6030	24	0	1997	33000	24.726999
6031	32	5	2007	100000	16.096001
6031	34	1	2009	97000	16.096001
6031	36	0	2011	109000	17.159
6031	38	0	2013	134000	17.159
6032	24	5	2005	31000	24.037001
6032	26	0	2007	35000	25.125
6032	28	0	2009	70000	25.125
6032	30	2	2011	142000	13.754
6032	33	1	2013	120000	13.754
6032	34	1	2015	129000	15.358
6033	25	5	2007	71000	25.131001
6033	27	0	2009	80000	25.131001
6033	29	0	2011	100000	26.981001
6033	31	2	2013	95000	13.491
6034	23	5	2007	5005	26.002001
6034	24	0	2009	1000	26.002001
6034	27	0	2011	35000	27.351999
6034	28	0	2013	100000	27.351999
6034	30	0	2015	77600	30.750999
6174	27	0	2001	75000	12.363
6174	29	1	2003	95000	12.998
6174	31	1	2005	86100	12.998
6174	33	1	2007	97000	13.52
6174	35	0	2009	135582	13.52
6174	37	0	2011	147700	14.51
6174	39	0	2013	162496	14.51
6174	41	0	2015	236120	16.243999
6174	25	4	1999	69000	12.363
7030	33	3	2005	4326	24.822001
7030	35	0	2007	26532	32.137001
7030	37	0	2009	0	32.137001
7030	39	1	2011	0	27.684
7031	27	5	2001	24120	13.854
7031	29	1	2003	37251	21.695
7031	31	0	2005	25000	21.695
7031	33	0	2007	47868	22.527
7031	35	0	2009	99652	22.527
7031	37	1	2011	16950	22.735001
7031	39	1	2013	6000	18.945999
7031	41	1	2015	66114	18.200001
7032	28	5	2003	20200	30.278
7032	30	0	2005	36000	30.278
7032	32	0	2007	21850	31.454
7032	34	0	2009	25700	31.454
7032	36	2	2011	69000	16.903
7032	38	0	2013	35718	16.903999
7032	40	2	2015	11396	19.219
7032	19	5	1994	1876	11.546
7032	20	0	1995	3358	11.546
7032	21	2	1996	1899	5.7729998
7032	22	2	1997	29585	9.5129995
7032	24	1	1999	48500	7.1339998
7034	26	0	2001	3600	17.927
7034	32	3	2007	19884	7.8379998
7034	34	0	2009	15080	31.354
7034	36	0	2011	20000	33.389
7034	38	0	2013	13485	33.389
7034	40	0	2015	15000	37.342999
7034	22	3	1997	0	16.750999
7034	24	1	1999	1500	17.927
7035	24	0	2001	19716	14.282
7035	27	0	2003	23470	15.157
7035	28	0	2005	26500	15.157
7035	30	0	2007	38660	15.753
7035	32	0	2009	23650	15.754
7035	34	0	2011	28000	16.917
7035	36	1	2013	32000	11.278
7035	38	1	2015	30182	12.875
7035	18	5	1995	9999	7.704
7035	20	1	1996	5747	7.704
7035	20	1	1997	8000	14.282
7035	23	2	1999	48668	14.282
7036	32	3	2013	1965	13.167
7036	34	1	2015	3420	17.848
7037	22	5	2003	30000	21.858
7037	24	2	2005	20763	24.59
7037	26	0	2007	2986	25.611
7037	28	0	2009	26676	25.611
7037	30	1	2011	1400	29.577
7037	32	0	2013	8428	29.577
7038	21	5	2005	32000	29.412001
7038	23	0	2007	8000	30.594999
7038	25	0	2009	43427	30.594999
7038	27	2	2011	24233	10.956
7038	29	0	2013	12820	10.956
7038	32	1	2015	26000	12.508
7039	21	5	2009	24800	5.802
7039	23	2	2011	14000	6.086
7039	25	2	2013	48955	6.086
7039	27	2	2015	7950	5.7259998
7042	21	5	2013	28000	10.743
7042	23	0	2015	31500	18.608
7043	21	5	2013	12800	34.832001
7043	24	2	2015	43000	15.146
7044	20	5	2013	650	34.846001
7044	22	0	2015	200	40.484001
7045	22	5	2015	2450	24.493999
7177	36	9	2007	42344	11.731
7177	38	0	2009	53408	11.731
7177	40	1	2011	55750	13.418
7177	22	6	1993	4000	11.975
7177	23	1	1994	13999	14.993
7177	24	0	1995	16499	14.993
7177	25	1	1996	31823	14.389
7184	31	0	2001	31200	14.4
7184	33	1	2003	15480	15.144
7184	35	0	2005	10226	15.144
7184	37	0	2007	34000	15.658
7184	39	0	2009	52446	15.657
7184	41	0	2011	38613	16.348
7184	43	0	2013	16640	16.348
7184	45	0	2015	23400	18.4
7184	29	6	1999	31213	14.4
7185	29	0	2001	18314	23.445999
7185	31	0	2003	2400	24.822001
7185	27	6	1999	51970	23.445999
7187	26	6	2001	27011	13.435
7187	28	1	2003	20920	10.609
7187	29	1	2005	8400	11.317
7187	31	1	2007	33000	12.217
7187	33	0	2009	40850	14.661
7187	35	1	2011	22000	15.362
7188	31	3	2015	1670	22.205
7190	37	4	2003	49479	10.781
7190	38	0	2005	25000	10.781
7194	20	6	2009	6500	14.318
7194	22	0	2011	6300	15.279
7194	24	1	2013	43625	15.279
7194	26	0	2015	170000	17.716999
7203	52	4	2013	17544	16.959999
7203	53	1	2015	0	9.4949999
7205	20	6	2013	18640	11.182
7205	22	1	2015	51000	13.604
7217	23	8	2015	91250	6.342
10003	57	0	2001	4140	8.2799997
10003	59	0	2003	500	8.5810003
10003	61	0	2005	4640	8.5810003
10003	63	0	2007	14040	8.96
10003	65	0	2009	4605	8.96
10003	67	0	2011	5800	10.013
10003	69	0	2013	4000	10.013
10003	71	0	2015	4200	11.7
10003	55	5	1999	4140	7.1420002
10006	37	0	2001	16271	4.3579998
10006	39	0	2003	12932	4.5799999
10006	41	0	2005	6570	4.5799999
10006	43	0	2007	28300	4.848
10006	45	0	2009	28000	4.848
10006	47	1	2011	18624	5.145
10006	49	0	2013	21600	5.145
10006	51	1	2015	25000	6.0500002
10006	26	3	1990	6000	5.5209999
10006	27	1	1991	2700	5.5209999
10006	35	3	1999	4600	4.3579998
10007	35	0	2001	26000	7.8049998
10007	37	0	2003	27000	8.2469997
10007	39	0	2005	25000	8.2469997
10007	41	0	2007	26300	8.7840004
10007	43	0	2009	24000	8.7840004
10007	45	0	2011	25272	9.6479998
10007	47	0	2013	22100	9.6479998
10007	49	0	2015	4200	10.935
10007	26	5	1992	13000	5.5209999
10007	27	1	1993	13000	2.9960001
10007	28	1	1994	14000	2.9960001
10007	29	0	1995	11000	5.993
10007	30	0	1996	11999	5.993
10007	31	0	1997	14000	7.8049998
10007	33	0	1999	16000	7.8049998
10030	30	0	2001	74000	3.954
10030	24	5	1995	20600	3.4660001
10030	25	0	1996	400	3.4660001
10030	26	0	1997	51800	3.954
10030	28	0	1999	56000	3.954
10031	25	8	2001	4900	2.027
10031	27	1	2003	3000	2.027
10031	29	0	2005	10300	4.053
10031	31	0	2007	300	4.3169999
10031	33	2	2009	8200	2.1589999
10031	35	2	2011	5700	2.4349999
10031	37	1	2013	3200	2.4349999
10031	39	1	2015	3150	2.71
10034	21	5	2011	10000	2.0369999
10034	24	3	2015	30000	2.325
10176	39	0	2001	21000	0
10176	41	0	2003	21000	0
10176	25	6	1987	14300	2
10176	26	1	1988	15000	2
10176	27	0	1989	14360	2.8
10176	30	4	1992	20321	2.7609999
10176	31	1	1993	15000	3.0320001
10176	32	0	1994	32998	3.0320001
10176	33	0	1995	36400	3.0320001
10176	34	0	1996	14111	3.0320001
10176	35	0	1997	18680	3.4860001
10176	37	2	1999	19000	0
10177	37	0	2001	34963	4.243
10177	39	0	2003	33245	4.4569998
10177	41	0	2005	53484	4.4569998
10177	43	0	2007	34000	4.73
10177	45	0	2009	25000	4.73
10177	47	1	2011	19761	3.325
10177	30	8	1994	30932	3.7190001
10177	31	0	1995	23400	3.7190001
10177	32	0	1996	24998	3.7190001
10177	33	0	1997	26000	4.243
10177	35	0	1999	29000	4.243
10180	999	8	1999	34000	0
10181	37	4	2003	128000	2.0739999
10181	38	0	2005	146000	2.0739999
10181	41	1	2007	138000	2.2190001
10181	42	0	2009	147818	2.2190001
10181	44	0	2011	162749	2.4159999
10181	46	0	2013	172000	2.4159999
10181	48	0	2015	164050	2.6900001
10185	27	4	2013	16735	2.0369999
13030	37	3	2015	50000	19.912001
13031	21	5	2003	10200	30.957001
13031	22	0	2005	15000	30.957001
13031	24	0	2007	15500	32.021999
13031	26	0	2009	4750	32.021999
13171	34	4	1983	11700	20
13176	47	0	2001	97500	29.323999
13176	49	0	2003	75800	30.503
13176	51	0	2005	34786	30.503
13176	53	0	2007	101600	31.535
13176	55	0	2009	133157	31.535999
13176	35	4	1988	54000	21
13176	36	0	1989	37000	23
13176	37	1	1990	62000	23.033001
13176	38	1	1991	39650	23.033001
13176	38	0	1992	79430	23.033001
13176	40	1	1993	45500	16.299999
13176	40	0	1994	38091	16.299999
13176	41	1	1995	65000	16.299999
13176	42	0	1996	62996	24.450001
13176	43	0	1997	58000	29.323999
13176	45	0	1999	70000	29.323999
13178	26	0	2001	68140	15.44
13178	28	0	2003	106200	15.992
13178	30	1	2005	109193	15.992
13178	32	0	2007	118600	16.798
13178	34	0	2009	124608	16.798
13178	36	0	2011	140662	17.563
13178	38	0	2013	153000	17.562
13178	24	6	1999	55650	15.44
14004	37	0	2001	62000	28.527
14004	40	0	2003	80496	29.643
14004	41	1	2005	81157	29.643
14004	44	1	2007	62916	31.285999
14004	46	0	2009	83100	31.285999
14004	47	0	2011	73600	32.786999
14004	49	1	2013	70844	32.258999
14004	51	0	2015	37366	36.325001
14004	21	5	1984	13300	37
14004	21	2	1985	26708	19
14004	22	1	1986	27300	19
14004	23	0	1987	19743	19
14004	25	1	1988	23650	19
14004	26	0	1989	34200	20.6
14004	27	0	1990	32000	20.648001
14004	28	0	1991	38920	20.648001
14004	28	0	1992	41000	20.648001
14004	29	0	1993	41000	23.075001
14004	30	0	1994	47983	23.075001
14004	31	0	1995	52001	23.075001
14004	32	0	1996	61998	23.075001
14004	33	0	1997	60000	28.527
14004	35	0	1999	63309	28.527
14030	27	5	2013	25500	8.4610004
14030	29	2	2015	63800	9.4960003
14031	21	3	2009	16500	15.362
14031	23	1	2011	43650	15.982
14031	25	1	2013	3200	15.982
14031	27	1	2015	12600	17.365999
14170	25	4	1982	22760	17
14170	26	0	1983	18460	17
14170	27	0	1984	17443	19
14170	28	0	1985	18053	19
14170	29	0	1986	11965	19
14170	30	0	1987	15928	19
14173	39	0	2001	69400	27.684999
14173	41	0	2003	101200	28.639
14173	43	0	2005	84400	28.639
14173	45	0	2007	86500	30.006001
14173	47	0	2009	85200	30.006001
14173	49	1	2011	92000	32.091
14173	51	1	2013	95000	32.091
14173	53	0	2015	102500	35.903999
14173	30	4	1992	53000	20.648001
14173	31	1	1993	54000	22.603001
14173	32	0	1994	51854	22.603001
14173	33	1	1995	66701	22.603001
14173	34	0	1996	41997	22.603001
14173	35	0	1997	49000	27.684999
14173	37	0	1999	59400	27.684999
14174	21	6	2007	26000	15.362
16005	44	5	2007	7500	22.084
16005	46	1	2009	9700	22.084
16005	48	0	2011	5914	18.357
16005	50	0	2013	8775	18.357
16005	52	0	2015	6400	20.879999
16005	20	5	1983	3722	16
16005	21	0	1984	5740	17
16005	22	0	1985	9775	17
16005	23	0	1986	8116	17
16005	24	0	1987	9974	17
16005	25	0	1988	10416	17
16172	42	0	2001	65000	33.299
16172	44	1	2003	73000	34.412998
16172	46	0	2005	78000	34.087002
16172	48	1	2007	87000	35.666
16172	51	0	2009	110000	35.665001
16172	52	0	2011	72102	37.862999
16172	57	8	2015	103000	41.862
16172	29	6	1987	21100	17
16172	29	0	1988	29100	17
16172	30	0	1989	36000	19.299999
16172	31	0	1990	44000	19.302999
16172	33	0	1991	37000	19.302999
16172	33	0	1992	38000	19.302999
16172	34	0	1993	27600	20.792999
16172	35	1	1994	53998	20.792999
16172	37	0	1995	36500	20.792999
16172	37	0	1996	52996	20.792999
16172	38	0	1997	56603	33.41
16172	40	1	1999	47242	33.299
16173	27	6	2001	12808	14.104
16173	29	1	2003	14000	14.612
16173	31	1	2005	21200	14.612
16173	33	1	2007	38160	15.22
16173	35	1	2009	36168	11.84
16173	37	1	2011	37528	13.005
16173	41	8	2015	41312	15.325
16174	21	8	2011	15422	18.771999
16174	23	2	2013	38200	18.771999
16174	25	0	2015	1850	42.087002
16175	23	6	2003	30792	29.195999
16175	25	0	2005	47840	29.195999
16175	27	0	2007	60000	30.433001
16175	29	0	2009	71000	30.433001
16176	25	6	2005	43000	10.77
16176	27	0	2007	37500	14.973
16176	29	0	2009	50000	14.973
16176	31	1	2011	45500	16.306
16176	33	0	2013	47000	16.306
16176	35	0	2015	69000	18.438
18030	28	1	2001	146872	12.782
18030	31	1	2003	100288	13.312
18030	32	0	2005	72000	13.312
18030	34	1	2007	70746	13.993
18030	36	0	2009	69000	13.993
18030	39	0	2011	107000	14.711
18030	41	0	2013	82000	14.711
18030	42	0	2015	73000	16.700001
18030	21	5	1993	15300	20.684999
18030	22	0	1994	11999	20.684999
18030	22	0	1995	17899	20.684999
18030	23	1	1996	18519	10.343
18030	24	2	1997	31000	12.782
18030	26	0	1999	81520	12.782
18031	38	3	2011	47000	14.228
18031	40	0	2013	58200	17.785999
18031	42	0	2015	64000	20.113001
18031	21	8	1993	24000	19.65
18035	27	1	2001	22000	12.971
18035	29	0	2003	37200	13.51
18035	31	2	2005	42000	16.889999
18035	33	2	2007	36270	9.0190001
18035	22	5	1996	29938	9.8389997
18035	23	0	1997	35000	12.16
18035	25	0	1999	43000	12.16
18036	25	5	2005	91000	24.162001
18036	26	1	2007	104000	16.846001
18037	20	5	2001	8000	12.806
18037	24	3	2005	4000	13.306
18038	21	5	2007	18214	7.237
18041	19	5	2015	5000	10.85
18183	29	0	2001	33000	11.523
18183	32	0	2003	37100	12.063
18183	33	0	2005	53000	12.063
18183	35	0	2007	81500	12.972
18183	37	0	2009	70000	12.973
18183	23	4	1994	47998	9.5
18183	23	0	1995	47447	9.5
18183	24	0	1996	23632	9.5
18183	25	0	1997	21000	11.559
18183	27	1	1999	30600	11.523
18185	30	3	2005	7200	8.4420004
18193	36	1	2001	128666	6.6399999
18193	38	0	2003	84016	6.9000001
18193	48	9	2013	142608	3.664
18193	34	4	1999	515365	10.434
18197	33	4	2003	2088	13.306
18198	52	9	2005	170000	3.9430001
18204	31	4	2007	125700	7.1750002
18204	33	0	2009	102700	7.1750002
18204	35	1	2011	103846	5.507
18204	37	1	2013	103260	4.8189998
18204	39	1	2015	85100	3.5339999
18205	23	4	2007	68716	13.856
18205	25	1	2009	21880	13.857
18205	27	0	2011	22224	14.655
18205	29	1	2013	18138	9.7700005
18205	31	8	2015	23836	13.028
18206	32	4	2009	178000	15.982
18206	34	0	2011	195000	16.621
18206	36	0	2013	245000	16.621
18206	38	0	2015	228000	18.486
18209	30	4	2009	90000	14.473
18209	32	1	2011	100000	15.288
18209	36	8	2015	123000	17.094
19003	49	0	2001	25686	55.334
19003	51	0	2003	8144	57.245998
19003	53	0	2005	15628	57.245998
19003	55	0	2007	2500	59.432999
19003	57	0	2009	20000	59.432999
19003	59	0	2011	7750	64.843002
19003	61	0	2013	22200	64.843002
19003	63	0	2015	3000	75.749001
19003	36	5	1988	8460	39
19003	37	0	1989	11000	43.099998
19003	38	0	1990	11543	43.064999
19003	39	0	1991	10000	43.064999
19003	40	0	1992	9844	43.064999
19003	41	0	1993	6500	48.476002
19003	42	0	1994	20871	48.476002
19003	43	0	1995	17000	48.476002
19003	44	0	1996	14179	48.476002
19003	45	0	1997	14000	55.334
19003	47	0	1999	6500	55.334
19030	33	3	2015	18840	15.337
19171	29	5	2011	22677	47.917
19171	31	0	2013	13555	47.917
19171	33	1	2015	11530	26.077
19172	38	4	1987	11416	19
19172	39	1	1988	22040	19
19173	32	6	2005	17676	14.68
19173	34	0	2007	35580	15.336
19174	25	6	2009	46865	10.224
19174	28	8	2013	47600	15.337
20002	44	5	1981	13340	4
20002	45	0	1982	18940	4
20170	52	4	1983	32170	2
20170	52	1	1984	34880	3
22003	45	3	2003	14000	2.724
22003	47	0	2005	17200	4.086
22003	49	0	2007	23600	4.3299999
22003	51	0	2009	20000	4.3299999
22003	53	0	2011	26000	4.6989999
22003	55	0	2013	25000	4.6999998
22003	57	0	2015	20000	5.2220001
22003	30	3	1988	18222	2
22003	31	1	1989	20000	3.0999999
22003	32	0	1990	19500	3.1400001
22003	33	0	1991	17000	3.1400001
22004	36	1	2001	55000	2.1900001
22004	38	0	2003	63000	2.3139999
22004	40	0	2005	85000	2.3139999
22004	42	2	2007	31000	4.934
22004	44	0	2009	42330	4.934
22004	46	0	2011	7500	5.2350001
22004	48	0	2013	29779	5.2350001
22004	50	0	2015	50000	5.8540001
22004	23	5	1988	29000	1
22004	23	0	1989	31500	1.6
22004	25	1	1990	36000	1.5700001
22004	26	2	1991	20350	3.1400001
22004	27	0	1992	19600	3.1400001
22004	28	0	1993	20200	3.3629999
22004	29	0	1994	20999	3.3629999
22004	30	0	1995	48000	3.3629999
22004	31	0	1996	17999	3.3629999
22004	32	1	1997	25000	2.1900001
22004	34	2	1999	47000	2.1900001
22172	25	6	1985	27090	1
22172	26	0	1986	29600	1
22172	27	0	1987	25639	1
22173	36	0	2001	33000	0.89600003
22173	38	0	2003	50680	0.94099998
22173	39	0	2005	43800	0.94099998
22173	41	0	2007	48600	1.001
22173	43	1	2009	46160	1.002
22173	45	1	2011	43000	1.4450001
22173	47	0	2013	52000	1.4450001
22173	50	1	2015	51500	1.846
22173	29	8	1994	17206	0.78500003
22173	29	0	1995	21400	0.78500003
22173	30	0	1996	26678	0.78500003
22173	31	0	1997	32000	0.89600003
22173	33	0	1999	34000	0.89600003
22174	39	0	2001	34486	2.5999999
22174	29	4	1992	53038	1.5700001
22174	31	0	1993	87741	2.2609999
22174	31	0	1994	45237	2.2609999
22174	32	0	1995	28368	2.2609999
22174	33	0	1996	30998	2.2609999
22174	34	0	1997	29688	2.5999999
22174	36	0	1999	23400	2.5999999
22175	33	3	2007	70200	1.647
22175	37	8	2011	75400	0.75300002
22175	41	8	2015	81500	0.50400001
22176	21	5	2013	10202	0.65899998
22176	23	2	2015	79300	0.74400002
23030	31	0	2001	59150	53.335999
23030	33	0	2003	73339	55.186001
23030	35	0	2005	85000	55.186001
23030	37	0	2007	87000	57.757
23030	39	0	2009	97000	57.757
23030	42	0	2011	96000	59.959999
23030	43	0	2013	104000	59.959999
23030	46	0	2015	101000	64.959999
23030	20	5	1990	11427	41.131001
23030	21	0	1991	17740	41.131001
23030	22	0	1992	23000	41.131001
23030	23	0	1993	22827	43.263
23030	24	0	1994	8794	43.263
23030	25	0	1995	10249	43.263
23030	26	0	1996	12349	43.263
23030	27	0	1997	23000	53.335999
23030	29	0	1999	43309	53.335999
23031	30	0	2001	12500	26.966999
23031	32	2	2003	19903	14.043
23031	34	1	2005	63000	14.043
23031	36	0	2007	85000	14.685
23031	38	0	2009	40000	14.685
23031	40	0	2011	65000	15.797
23031	42	1	2013	53500	15.772
23031	44	0	2015	72000	17.902
23031	19	5	1990	7000	20.565001
23031	20	0	1991	12100	20.565001
23031	21	1	1992	0	20.565001
23031	22	1	1993	8000	3.1170001
23031	23	0	1994	21640	21.82
23031	24	0	1995	200	21.82
23031	25	1	1996	9639	10.91
23031	26	2	1997	18325.5	13.484
23031	28	2	1999	38050	13.484
39003	34	0	2001	51000	48.692001
39003	36	0	2003	55000	51.096001
39003	37	0	2005	16000	51.096001
39003	39	0	2007	40400	53.02
39003	42	0	2009	20868	53.02
39003	44	0	2011	25000	56.487
39003	46	0	2013	37000	56.487
39003	47	0	2015	38552	62.439999
39003	21	3	1989	14700	36.700001
39003	32	3	1999	48773	24.346001
39030	30	1	2001	48200	24.319
39030	32	0	2003	43000	25.724001
39030	34	0	2005	42650	25.724001
39030	36	0	2007	60279	26.736
39030	38	0	2009	94800	26.737
39030	40	0	2011	98000	28.806
39030	42	0	2013	111000	28.806
39030	45	1	2015	124187	32.992001
39030	23	5	1993	11400	19.830999
39030	24	0	1994	20999	19.830999
39030	24	0	1995	26401	19.830999
39030	25	1	1996	28898	19.830999
39030	26	0	1997	32600	24.256001
39030	28	0	1999	39700	24.256001
39170	27	4	1990	55000	18.357
39170	29	0	1991	60000	18.357
39170	30	0	1992	57000	18.357
39170	31	0	1993	62000	19.747999
39170	32	0	1994	50655	19.747999
39170	32	0	1995	68246	19.747999
39170	33	0	1996	70867	19.747999
39170	34	0	1997	67800	24.346001
39171	29	0	2001	250000	58.125999
39171	31	0	2003	340000	61.601002
39171	33	0	2005	300000	61.634998
39171	35	0	2007	550000	63.404999
39171	37	0	2009	50000	63.404999
39171	39	0	2011	60000	65.779999
39171	41	0	2013	155000	65.779999
39171	43	0	2015	250000	74.640999
39171	22	8	1994	34914	35.234001
39171	23	0	1995	6199	35.234001
39171	24	0	1996	28598	35.234001
39171	25	0	1997	46000	58.125999
39171	27	0	1999	201000	58.125999
39172	35	3	2005	16000	29.365999
39172	37	0	2007	25460	40.387001
39172	39	0	2009	34200	40.387001
39172	24	8	1994	2076	35.234001
39172	25	0	1995	17700	35.234001
39172	26	0	1996	20023	35.234001
39172	27	0	1997	25000	55.856998
39172	29	0	1999	20000	55.856998
39173	20	6	1986	10000	17
39173	21	0	1987	11000	17
39173	22	0	1988	18461	17
39175	35	4	2001	31000	27.929001
39175	37	1	2003	20950	29.35
39176	43	4	2011	48000	32.581001
39176	47	8	2015	60300	37.192001
40030	29	3	2001	28450	26.570999
40030	31	1	2003	40200	28.032
40030	34	1	2005	34000	55.151001
40030	36	1	2007	20911	42.93
40030	37	1	2009	40000	57.229
40030	39	0	2011	18000	59.591
40030	21	3	1993	3700	21.906
40030	22	0	1994	10185	29.208
40032	21	5	2003	16284	24.125
40032	23	0	2005	36000	24.125
40032	25	0	2007	27000	24.975
40032	27	0	2009	37180	24.975
40032	29	1	2011	30000	13
40033	20	5	2001	7712	19.266001
40033	24	5	2005	12618	19.388
40033	25	1	2007	6840	8.5349998
40033	28	0	2009	27421	25.606001
40033	31	3	2013	0	8.8959999
40033	33	0	2015	1105	14.669
40034	22	5	2005	24000	24.865999
40034	24	1	2007	5800	26.66
40034	26	1	2009	26742	25.927999
40034	28	2	2011	47700	13.602
40034	30	2	2013	58000	13.602
